"url","api_information_source_name","created_at","updated","list_source","certified_api_developer_name","fhir_version","tls_version","mime_types","http_response","http_response_time_second","smart_http_response","errors"
"https://dev-eagle.azurehealthcareapis.com",NA,2020-07-29 20:18:58,2022-01-04 18:35:16,"NPPES","Microsoft Corporation","4.0.1","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.3876,404,""
"https://eprescribing.accesscommunityhealth.net/FHIR/api/FHIR/DSTU2/","{""Access Community Health Network""}",2020-07-29 20:17:46,2022-01-04 18:33:23,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.4729,404,""
"https://epwebapps.acpny.com/FHIRproxy/api/FHIR/DSTU2/","{""AdvantageCare Physicians""}",2020-07-29 20:08:12,2022-01-04 18:38:50,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.3","{application/json+fhir,application/fhir+json}",200,0.2859,404,""
"https://haiku-canto-prod.chmca.org/ARR-FHIR-PRD/api/FHIR/DSTU2/","{""Akron Children's Hospital""}",2020-07-29 20:08:20,2022-01-04 18:41:45,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.3657,404,""
"https://epicproxy.et1075.epichosted.com/FHIRProxy/api/FHIR/DSTU2/","{""Alameda Health System""}",2020-07-29 20:14:28,2022-01-04 18:38:45,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.577,404,""
"https://epicprisfd01.wpahs.org/PRD-FHIR/api/FHIR/DSTU2/","{""Allegheny Health Network""}",2020-07-29 20:18:34,2022-01-04 18:25:25,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.105,404,""
"https://epicarr.aahs.org/fhir/api/FHIR/DSTU2/","{""Anne Arundel Medical Center""}",2020-07-29 20:14:14,2022-01-04 18:38:39,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.3","{application/json+fhir,application/fhir+json}",200,0.2925,404,""
"https://epicproxy.ardenthealth.com/fhir/api/FHIR/DSTU2/","{Ardent}",2020-07-29 20:13:32,2022-01-04 18:17:57,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.5183,404,""
"https://epicmobile.asante.org/FHIR-PRD/api/FHIR/DSTU2/","{""Asante Health Systems""}",2020-07-29 20:13:21,2022-01-04 18:19:56,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.4298,404,""
"https://erx.aspirus.org/FHIR/api/FHIR/DSTU2/","{Aspirus}",2020-07-29 20:15:17,2022-01-04 18:19:14,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/fhir+json}",200,0.3689,404,""
"https://soapproxy.atlantichealth.org/FHIRPrd/api/FHIR/DSTU2/","{""Atlantic Health""}",2020-07-29 20:15:45,2022-01-04 18:20:56,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir}",200,0.3319,404,""
"https://iatrius.atriushealth.org/FHIR/api/FHIR/DSTU2/","{""Atrius Health""}",2020-07-29 20:10:14,2022-01-04 18:19:57,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.1455,404,""
"https://mobileprod.arcmd.com/FHIR/api/FHIR/DSTU2/","{""Austin Regional Clinic""}",2020-07-29 20:12:27,2022-01-04 18:37:19,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.2395,404,""
"https://soap.wellmont.org/FHIRPRD/api/FHIR/DSTU2/","{""Ballad Health""}",2020-07-29 20:12:06,2022-01-04 18:31:58,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.4286,404,""
"https://rxedi.bmhcc.org/prd-fhir/api/FHIR/DSTU2/","{""Baptist Memorial Health Care""}",2020-07-29 20:11:17,2022-01-04 18:29:06,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/fhir+json}",200,0.5301,404,""
"https://soap.bassett.org/FHIR/api/FHIR/DSTU2/",NA,2020-07-29 20:12:39,2022-01-04 18:41:58,"NPPES","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.2193,404,""
"https://epproxy.bayhealth.org/FHIR/api/FHIR/DSTU2/","{""Bayhealth Medical Center""}",2020-07-29 20:19:11,2022-01-04 18:33:01,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.2123,404,""
"https://fhir.clinical.bcm.edu/Stage1Fhir/api/FHIR/DSTU2/","{""Baylor College of Medicine""}",2020-07-29 20:11:35,2022-01-04 18:26:57,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.2198,404,""
"https://fhir.northwell.edu/FHIR",NA,2021-06-26 15:53:11,2022-01-04 18:31:20,"NPPES","Unknown","Unknown","",NA,0,0,0,"making the GET request to https://fhir.northwell.edu/FHIR/metadata failed: Get ""https://fhir.northwell.edu/FHIR/metadata"": x509: certificate signed by unknown authority"
"https://moc.beaumont.org/FHIR/api/FHIR/DSTU2/","{""Beaumont Health""}",2020-07-29 20:11:10,2022-01-04 18:30:10,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.43,404,""
"https://rxproxy.sw.org/FHIR-PRD/BSW/api/FHIR/DSTU2/","{""Baylor Scott & White Health""}",2020-07-29 20:15:10,2022-01-04 18:33:38,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.2196,404,""
"https://arr.thedacare.org/FHIR/BLN/api/FHIR/DSTU2/","{""Bellin Health""}",2020-07-29 20:12:56,2022-01-04 18:30:08,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.203,404,""
"https://haiku.bshsi.org/fhir/BSHSI_OAUTH/api/FHIR/DSTU2/","{""Bon Secours Health System""}",2020-07-29 20:11:11,2022-01-04 18:20:29,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.1973,404,""
"https://emerge-soap1.bmc.org/FHIR-PRD/api/FHIR/DSTU2/","{""Boston Medical Center""}",2020-07-29 20:17:58,2022-01-04 18:19:19,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.1012,404,""
"https://prevprox.bch.org/FHIRproxyPRD/api/FHIR/DSTU2/","{""Boulder Community Health""}",2020-07-29 20:14:34,2022-01-04 18:39:56,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.3","{application/json+fhir,application/fhir+json}",200,0.2292,404,""
"https://epicsoap.bmctotalcare.com/fhir/api/FHIR/DSTU2/","{""Bend Memorial Clinic""}",2020-07-29 20:12:31,2022-01-04 18:39:40,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.8731,404,""
"https://haiku.bhmcny.org/FHIRProxy/api/FHIR/DSTU2/","{""Brookdale University Hospital and Medical Center""}",2020-07-29 20:09:45,2022-01-04 18:28:39,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","Unknown","","{application/json+fhir,application/fhir+json}",0,0,0,"server could not be reached from URL: https://haiku.bhmcny.org/FHIRProxy/api/FHIR/DSTU2/metadata"
"https://epicproxy.et1031.epichosted.com/FHIRProxy/api/FHIR/DSTU2/","{""Bryan Health""}",2020-07-29 20:16:56,2022-01-04 18:31:53,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.314,404,""
"https://fhir.buffalomedicalgroup.com/fhir-arr/api/FHIR/DSTU2/","{""Buffalo Medical Group""}",2020-07-29 20:09:34,2022-01-04 18:34:39,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.3044,404,""
"https://epicweb.challiance.org/Interconnect-FHIR/api/FHIR/DSTU2/","{""Cambridge Health Alliance""}",2020-07-29 20:14:51,2022-01-04 18:38:48,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.2109,404,""
"https://epicproxy.et1094.epichosted.com/FHIRProxy/api/FHIR/DSTU2/","{""Cape Fear Valley Health""}",2020-07-29 20:15:57,2022-01-04 18:26:43,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/fhir+json}",200,0.3963,404,""
"https://cnesp001.carene.org/FHIR/api/FHIR/DSTU2/","{""Care New England""}",2020-07-29 20:12:21,2022-01-04 18:30:22,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.204,404,""
"https://epic-p-mobile.centura.org/prd-fhir/api/FHIR/DSTU2/","{""Centura Health""}",2020-07-29 20:10:59,2022-01-04 18:40:48,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.3929,404,""
"https://fhirprd.ceenta.com/proxy/api/FHIR/DSTU2/","{""Charlotte Eye Ear Nose & Throat Associates""}",2020-07-29 20:19:02,2022-01-04 18:23:05,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.2399,404,""
"https://haiku.bshsi.org/fhir/CRMC_OAUTH/api/FHIR/DSTU2/","{""Chesapeake Regional Medical Center""}",2020-07-29 20:09:43,2022-01-04 18:34:14,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.2147,404,""
"https://fhir.carilionclinic.org/fhir/api/FHIR/DSTU2/","{""Carilion Clinic""}",2020-07-29 20:20:34,2022-01-04 18:34:06,"https://open.epic.com/MyApps/EndpointsJson","Unknown","Unknown","",NA,0,0,0,"making the GET request to https://fhir.carilionclinic.org/fhir/api/FHIR/DSTU2/metadata failed: Get ""https://fhir.carilionclinic.org/fhir/api/FHIR/DSTU2/metadata"": x509: certificate signed by unknown authority"
"https://spp.caromonthealth.org/FhirProxy/api/FHIR/DSTU2/","{""Caromont Health""}",2020-07-29 20:16:54,2022-01-04 18:18:08,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.1983,404,""
"https://cslinkmobile.csmc.edu/fhirproxy/api/FHIR/DSTU2/",NA,2020-07-29 20:13:10,2022-01-04 18:27:40,"NPPES","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.5416,404,""
"https://soap.crmcwy.org/fhirproxy/api/FHIR/DSTU2/","{""Cheyenne Regional Medical Center""}",2020-07-29 20:07:45,2022-01-04 18:40:47,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.4167,404,""
"https://rp.catholichealth.net/fhir/api/FHIR/DSTU2/","{""CHI Franciscan Health""}",2020-07-29 20:18:51,2022-01-04 18:23:07,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.2727,404,""
"https://rp.chihealth.com/fhir/api/FHIR/DSTU2/","{""CHI Health""}",2020-07-29 20:12:35,2022-01-04 18:40:14,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.3812,404,""
"https://wpprod.choa.org/FHIR_PRD/api/FHIR/DSTU2/","{""Children's Healthcare of Atlanta""}",2020-07-29 20:12:50,2022-01-04 18:17:47,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir}",200,0.2708,404,""
"https://fhir.childrenscolorado.org/fhirprd/api/FHIR/DSTU2/","{""Children's Hospital Colorado""}",2020-07-29 20:19:55,2022-01-04 18:35:58,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.4209,404,""
"https://epicnsproxy.chop.edu/fhir/api/FHIR/DSTU2/","{""Children's Hospital of Philadelphia""}",2020-07-29 20:16:31,2022-01-04 18:30:46,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.1168,404,""
"https://rp.sleh.com/fhir/api/FHIR/DSTU2/","{""CHI St. Luke's Health""}",2020-07-29 20:14:16,2022-01-04 18:36:42,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.7394,404,""
"https://EpicSoapProxy.chw.org/FHIR/api/FHIR/DSTU2/","{""Children's Hospital of Wisconsin""}",2020-07-29 20:16:28,2022-01-04 18:39:01,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.5193,404,""
"https://epicarr.healthcare.cigna.com/FHIR-PRD/api/FHIR/DSTU2/","{""Cigna Medical Group"",Evernorth}",2020-07-29 20:11:15,2022-01-04 18:32:07,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.1966,404,""
"https://epic-rproxyprod.coh.org/Interconnect-FHIR-PRD/api/FHIR/DSTU2/","{""City of Hope""}",2020-07-29 20:19:06,2022-01-04 18:32:38,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.9308,404,""
"https://api.ccf.org/mu/api/FHIR/DSTU2/","{""Cleveland Clinic""}",2020-07-29 20:20:25,2022-01-04 18:37:52,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/fhir+json}",200,0.3196,404,""
"https://proxy.cfmedicalcenter.com/FHIRProxyPRD/api/FHIR/DSTU2/","{""Community First Medical Center""}",2020-07-29 20:17:22,2022-01-04 18:17:54,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir}",200,0.2182,404,""
"https://esp.ecommunity.com/FHIRProxy/api/FHIR/DSTU2/","{""Community Health Network""}",2020-07-29 20:11:57,2022-01-04 18:30:42,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.1505,404,""
"https://webproxy.comhs.org/FHIR/api/FHIR/DSTU2/","{""Community Healthcare System""}",2020-07-29 20:08:44,2022-01-04 18:19:20,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir}",200,0.2726,404,""
"https://epicsoapprd.communitymedical.org/arr_fhir/api/FHIR/DSTU2/","{""Community Medical Centers""}",2020-07-29 20:08:30,2022-01-04 18:31:16,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.5199,404,""
"https://epsoap.conehealth.com/FHIRProxy/api/FHIR/DSTU2/","{""Cone Health""}",2020-07-29 20:17:55,2022-01-04 18:30:25,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.1701,404,""
"https://epicproxy.et0764.epichosted.com/FHIRProxy/api/FHIR/DSTU2/","{""Confluence Health""}",2020-07-29 20:14:23,2022-01-04 18:28:21,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.18,404,""
"https://icproxy.mycclink.org/proxy-FHIR/api/FHIR/DSTU2/","{""Contra Costa""}",2020-07-29 20:11:08,2022-01-04 18:25:05,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.51,404,""
"https://epicproxy.connecticutchildrens.org/FHIR/api/FHIR/DSTU2/","{""Connecticut Children's Medical Center""}",2020-07-29 20:20:38,2022-01-04 18:18:01,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.1168,404,""
"https://iconnect-fhir.cooperhealth.edu/fhir/api/FHIR/DSTU2/","{""Cooper University Health Care""}",2020-07-29 20:10:18,2022-01-04 18:39:01,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.1493,404,""
"https://haiku.bshsi.org/fhir/COV_OAUTH/api/FHIR/DSTU2/","{""Covenant Health""}",2020-07-29 20:11:24,2022-01-04 18:38:42,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.1794,404,""
"https://epichaiku.chs-mi.com/FHIRPROXY/api/FHIR/DSTU2/","{""Covenant HealthCare""}",2020-07-29 20:20:09,2022-01-04 18:36:27,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.9769,404,""
"https://edhwebportal.hitchcock.org/FHIRProxy/api/FHIR/DSTU2/","{Dartmouth-Hitchcock}",2020-07-29 20:16:29,2022-01-05 12:46:39,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.161,404,""
"https://eparp.sbch.org/FHIR/api/FHIR/DSTU2/","{""Cottage Health""}",2020-07-29 20:09:17,2022-01-04 18:40:20,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.4492,404,""
"https://eprp.deaconess.com/FHIR/api/FHIR/DSTU2/","{""Deaconess Health System""}",2020-07-29 20:14:27,2022-01-04 18:28:56,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.4989,404,""
"https://ebmobile14.ebnhc.org/FHIR/api/FHIR/DSTU2/","{""East Boston Neighborhood Health Center""}",2020-07-29 20:17:53,2022-01-04 18:37:42,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.5972,404,""
"https://epicarr.emc.org/EMC_FHIR_PRD/api/FHIR/DSTU2/","{""Eisenhower Medical Center""}",2020-07-29 20:10:17,2022-01-05 12:46:34,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.4669,404,""
"https://health-apis.duke.edu/FHIR/patient/DSTU2/","{""Duke Health""}",2020-07-29 20:11:20,2022-01-04 18:32:04,"https://open.epic.com/MyApps/EndpointsJson","Unknown","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.175,404,""
"https://rwebproxy.elcaminohospital.org/FHIR/api/FHIR/DSTU2/","{""El Camino Hospital""}",2020-07-29 20:20:25,2022-01-04 18:23:57,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.423,404,""
"https://epicproxy.et1073.epichosted.com/FHIRProxy/api/FHIR/DSTU2/","{""Englewood Hospital and Medical Center""}",2020-07-29 20:19:32,2022-01-04 18:23:17,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.3565,404,""
"https://epicproxy.et1034.epichosted.com/FHIRProxy/api/FHIR/DSTU2/","{""Enloe Medical Center""}",2020-07-29 20:19:31,2022-01-04 18:35:29,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.3733,404,""
"https://epicproxy.et0967.epichosted.com/FHIRProxy/api/FHIR/DSTU2/","{""Erlanger Health System""}",2020-07-29 20:11:12,2022-01-04 18:36:30,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.2574,404,""
"https://proxy.eskenazihealth.edu/FHIR-Proxy/api/FHIR/DSTU2/","{""Eskenazi Health""}",2020-07-29 20:17:12,2022-01-04 18:33:03,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.3","{application/json+fhir,application/fhir+json}",200,0.2712,404,""
"https://m.essentiahealth.org/FHIR/api/FHIR/DSTU2/","{""Essentia Health""}",2020-07-29 20:10:03,2022-01-04 18:41:26,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.3292,404,""
"https://sfd.fairview.org/FHIR/api/FHIR/DSTU2/","{""Fairview Health Services""}",2020-07-29 20:15:07,2022-01-05 12:46:08,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir}",200,0.3516,404,""
"https://epicrp.firsthealth.org/FHIR-PRD/api/FHIR/DSTU2/","{""FirstHealth of the Carolinas""}",2020-07-29 20:08:31,2022-01-04 18:31:37,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.1947,404,""
"https://ema.franciscanalliance.org/FHIR_PROXY/api/FHIR/DSTU2/","{""Franciscan Alliance""}",2020-07-29 20:17:04,2022-01-04 18:31:42,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.2567,404,""
"https://epicproxy.et1041.epichosted.com/FHIRProxy/api/FHIR/DSTU2/","{""Fresenius Medical Care North America""}",2020-07-29 20:09:36,2022-01-04 18:35:01,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.286,404,""
"https://epicserviceGW.froedtert.com/FHIRProxyPRD/api/FHIR/DSTU2/","{""Froedtert Health""}",2020-07-29 20:16:25,2022-01-04 18:32:47,"https://open.epic.com/MyApps/EndpointsJson","Epic Systems Corporation","1.0.2","TLS 1.2","{application/json+fhir,application/fhir+json}",200,0.3729,404,""
